Title,Location,Link,Distance,Review_Score,Review_description,Number_Of_Reviews,Details,Price
"Desaru, Bayu Balau Beach Resort",Desaru,https://www.booking.com/hotel/my/desaru-bayu-balau-beach-resort.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=870&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575236&all_sr_blocks=471121902_350653114_2_1_0&highlighted_blocks=471121902_350653114_2_1_0&matching_block_id=471121902_350653114_2_1_0&sr_pri_blocks=471121902_350653114_2_1_0__21000&from=searchresults#hotelTmpl,,7.2,Good ,"1,011 reviews",,MYR 210
Empire Hotel Subang,Subang Jaya,https://www.booking.com/hotel/my/empire-subang.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=871&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575236&all_sr_blocks=26762801_357151171_0_2_0&highlighted_blocks=26762801_357151171_0_2_0&matching_block_id=26762801_357151171_0_2_0&sr_pri_blocks=26762801_357151171_0_2_0__23408&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,6.5,Review score ,"2,582 reviews",Travel Sustainable Level 1,MYR 234
Mangga Boutique Hotel,Seri Kembangan,https://www.booking.com/hotel/my/mangga-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=872&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575236&all_sr_blocks=38530605_265005751_0_42_0&highlighted_blocks=38530605_265005751_0_42_0&matching_block_id=38530605_265005751_0_42_0&sr_pri_blocks=38530605_265005751_0_42_0__12259&from=searchresults#hotelTmpl,,7.1,Good ,443 reviews,,MYR 123
Parkland Hotel,Brinchang,https://www.booking.com/hotel/my/parkland-brinchang.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=873&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575236&all_sr_blocks=667261601_273222455_2_0_0&highlighted_blocks=667261601_273222455_2_0_0&matching_block_id=667261601_273222455_2_0_0&sr_pri_blocks=667261601_273222455_2_0_0__15675&from=searchresults#hotelTmpl,,7.5,Good ,409 reviews,,MYR 157
SCC Hotel Chinatown,Kuala Lumpur,https://www.booking.com/hotel/my/scc-chinatown.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=874&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575236&all_sr_blocks=935069603_366378977_2_0_0&highlighted_blocks=935069603_366378977_2_0_0&matching_block_id=935069603_366378977_2_0_0&sr_pri_blocks=935069603_366378977_2_0_0__7920&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.2,Very good ,385 reviews,Travel Sustainable Level 2,MYR 79
CK Hotel,Lumut,https://www.booking.com/hotel/my/ck-lumut.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=875&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575236&all_sr_blocks=822532309_378215681_2_0_0&highlighted_blocks=822532309_378215681_2_0_0&matching_block_id=822532309_378215681_2_0_0&sr_pri_blocks=822532309_378215681_2_0_0__7191&from=searchresults#hotelTmpl,,7.7,Good ,520 reviews,,MYR 72
Carlton Star Hotel,Seremban,https://www.booking.com/hotel/my/carlton-star-seremban.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=876&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=1076614703_380251243_2_0_0&highlighted_blocks=1076614703_380251243_2_0_0&matching_block_id=1076614703_380251243_2_0_0&sr_pri_blocks=1076614703_380251243_2_0_0__8500&from=searchresults#hotelTmpl,,6.4,Review score ,75 reviews,,MYR 85
Casa Hill Resort,Sungai Lembing,https://www.booking.com/hotel/my/casa-hill-resort.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=877&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=299253506_279436909_0_0_0&highlighted_blocks=299253506_279436909_0_0_0&matching_block_id=299253506_279436909_0_0_0&sr_pri_blocks=299253506_279436909_0_0_0__22635&from=searchresults#hotelTmpl,,7.1,Good ,314 reviews,,MYR 226
"Hotel Kristal, Keningau",Keningau,https://www.booking.com/hotel/my/kristal-keningau.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=878&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=1094475202_382358374_2_0_0&highlighted_blocks=1094475202_382358374_2_0_0&matching_block_id=1094475202_382358374_2_0_0&sr_pri_blocks=1094475202_382358374_2_0_0__6480&from=searchresults#hotelTmpl,,6.5,Review score ,2 reviews,,MYR 65
The Platinum Suites Kuala Lumpur by B&B,Kuala Lumpur,https://www.booking.com/hotel/my/platinum-home-stay-klcc.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=879&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=921310605_367958062_2_0_0&highlighted_blocks=921310605_367958062_2_0_0&matching_block_id=921310605_367958062_2_0_0&sr_pri_blocks=921310605_367958062_2_0_0__37425&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.9,Fabulous ,76 reviews,Travel Sustainable Level 3,MYR 374
Damen Subang by Widebed,Subang Jaya,https://www.booking.com/hotel/my/kl-short-stay-damen.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=880&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=288659505_210899512_0_0_0&highlighted_blocks=288659505_210899512_0_0_0&matching_block_id=288659505_210899512_0_0_0&sr_pri_blocks=288659505_210899512_0_0_0__17500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.7,Good ,361 reviews,Travel Sustainable Level 1,MYR 175
Damas Suites & Residences Kuala Lumpur,"Sri Hartamas, Kuala Lumpur",https://www.booking.com/hotel/my/damas-suites.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=881&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=31827901_88830419_0_2_0&highlighted_blocks=31827901_88830419_0_2_0&matching_block_id=31827901_88830419_0_2_0&sr_pri_blocks=31827901_88830419_0_2_0__28000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.7,Good ,704 reviews,Travel Sustainable Level 1,MYR 280
Teluk Lipat Seaview Inn,Dungun,https://www.booking.com/hotel/my/teluk-lipat-seaview-inn.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=882&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=227943701_126746715_2_0_0&highlighted_blocks=227943701_126746715_2_0_0&matching_block_id=227943701_126746715_2_0_0&sr_pri_blocks=227943701_126746715_2_0_0__14500&from=searchresults#hotelTmpl,,7.4,Good ,465 reviews,,MYR 145
Indie Hotel Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/indie-bukit-bintang.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=883&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=515808501_271944419_0_0_0&highlighted_blocks=515808501_271944419_0_0_0&matching_block_id=515808501_271944419_0_0_0&sr_pri_blocks=515808501_271944419_0_0_0__51000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.5,Very good ,921 reviews,Travel Sustainable Level 2,MYR 510
Wesley Hotel,Bukit Mertajam,https://www.booking.com/hotel/my/wesley.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=884&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=610090301_238875838_0_2_0&highlighted_blocks=610090301_238875838_0_2_0&matching_block_id=610090301_238875838_0_2_0&sr_pri_blocks=610090301_238875838_0_2_0__23277&from=searchresults#hotelTmpl,,8.1,Very good ,645 reviews,,MYR 233
Ipoh Downtown Hotel,Ipoh,https://www.booking.com/hotel/my/ipoh-downtown.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=885&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=58022505_204242835_2_0_0&highlighted_blocks=58022505_204242835_2_0_0&matching_block_id=58022505_204242835_2_0_0&sr_pri_blocks=58022505_204242835_2_0_0__14800&from=searchresults#hotelTmpl,,7.9,Good ,786 reviews,,MYR 148
Premierz Hotel,Labuan,https://www.booking.com/hotel/my/premierz-labuan.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=886&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575258&all_sr_blocks=218050809_295548159_2_0_0&highlighted_blocks=218050809_295548159_2_0_0&matching_block_id=218050809_295548159_2_0_0&sr_pri_blocks=218050809_295548159_2_0_0__7900&from=searchresults#hotelTmpl,,7.6,Good ,430 reviews,,MYR 79
Hotel Sunjoy9 @ Mid Valley,"Mid Valley, Kuala Lumpur",https://www.booking.com/hotel/my/sunjoy9-okr-kl.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=887&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=481244405_266125794_0_2_0&highlighted_blocks=481244405_266125794_0_2_0&matching_block_id=481244405_266125794_0_2_0&sr_pri_blocks=481244405_266125794_0_2_0__7667&from=searchresults#hotelTmpl,,7.4,Good ,805 reviews,,MYR 77
Silka Maytower Kuala Lumpur,"Golden Triangle, Kuala Lumpur",https://www.booking.com/hotel/my/silka-maytower.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=888&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=2576613_95149506_0_2_0&highlighted_blocks=2576613_95149506_0_2_0&matching_block_id=2576613_95149506_0_2_0&sr_pri_blocks=2576613_95149506_0_2_0__23339&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7,Good ,661 reviews,Travel Sustainable Level 1,MYR 233
Bahang Bay Hotel,Teluk Bahang,https://www.booking.com/hotel/my/bahang-bay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=889&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=625202302_363995000_0_42_0&highlighted_blocks=625202302_363995000_0_42_0&matching_block_id=625202302_363995000_0_42_0&sr_pri_blocks=625202302_363995000_0_42_0__24128&from=searchresults#hotelTmpl,,8,Very good ,763 reviews,,MYR 241
Hotel Ocean,Lahad Datu,https://www.booking.com/hotel/my/ocean.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=890&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=257041806_355900899_2_0_0&highlighted_blocks=257041806_355900899_2_0_0&matching_block_id=257041806_355900899_2_0_0&sr_pri_blocks=257041806_355900899_2_0_0__6500&from=searchresults#hotelTmpl,,5.9,Review score ,130 reviews,,MYR 65
Asiago Hotel,Sungai Petani,https://www.booking.com/hotel/my/asiago.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=891&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=282627708_359105949_0_0_0&highlighted_blocks=282627708_359105949_0_0_0&matching_block_id=282627708_359105949_0_0_0&sr_pri_blocks=282627708_359105949_0_0_0__12600&from=searchresults#hotelTmpl,,7.9,Good ,630 reviews,,MYR 126
The Granite Luxury Hotel Penang,George Town,https://www.booking.com/hotel/my/the-granite-luxury.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=892&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=229660406_357636343_0_2_0&highlighted_blocks=229660406_357636343_0_2_0&matching_block_id=229660406_357636343_0_2_0&sr_pri_blocks=229660406_357636343_0_2_0__69600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.4,Very good ,"1,380 reviews",Travel Sustainable Level 2,MYR 696
Tamu Hotel & Suites Kuala Lumpur,"Chow Kit, Kuala Lumpur",https://www.booking.com/hotel/my/tamu-amp-suites-kuala-lumpur.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=893&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=293923012_109566827_0_2_0&highlighted_blocks=293923012_109566827_0_2_0&matching_block_id=293923012_109566827_0_2_0&sr_pri_blocks=293923012_109566827_0_2_0__45000&from=searchresults#hotelTmpl,,8.2,Very good ,"4,042 reviews",,MYR 450
R&F Princess Cove @ UHA,Johor Bahru,https://www.booking.com/hotel/my/princess-cove-jb-city-homestay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=894&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=331690806_380495399_0_0_0&highlighted_blocks=331690806_380495399_0_0_0&matching_block_id=331690806_380495399_0_0_0&sr_pri_blocks=331690806_380495399_0_0_0__42610&from=searchresults#hotelTmpl,,7.6,Good ,930 reviews,,MYR 426
De Luma - Meritus,Perai,https://www.booking.com/hotel/my/de-luma-meritus-4-bedroom.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=895&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=893493305_376876019_6_0_0&highlighted_blocks=893493305_376876019_6_0_0&matching_block_id=893493305_376876019_6_0_0&sr_pri_blocks=893493305_376876019_6_0_0__89900&from=searchresults#hotelTmpl,,8.7,Fabulous ,116 reviews,,MYR 899
Lumut Valley Condominium,Lumut,https://www.booking.com/hotel/my/lumut-valley-condominium.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=896&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=271796902_346800665_2_0_0&highlighted_blocks=271796902_346800665_2_0_0&matching_block_id=271796902_346800665_2_0_0&sr_pri_blocks=271796902_346800665_2_0_0__10000&from=searchresults#hotelTmpl,,7.1,Good ,795 reviews,,MYR 100
Musse Hotel @Slim River,Slim River,https://www.booking.com/hotel/my/musse-slim-river-slim-river.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=897&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=988054903_373123231_0_0_0&highlighted_blocks=988054903_373123231_0_0_0&matching_block_id=988054903_373123231_0_0_0&sr_pri_blocks=988054903_373123231_0_0_0__10000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,6.5,Review score ,93 reviews,Travel Sustainable Level 1,MYR 100
SCAPES Hotel,Genting Highlands,https://www.booking.com/hotel/my/scapes.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=898&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575259&all_sr_blocks=665492102_272804621_2_42_0&highlighted_blocks=665492102_272804621_2_42_0&matching_block_id=665492102_272804621_2_42_0&sr_pri_blocks=665492102_272804621_2_42_0__51500&from=searchresults#hotelTmpl,,7.9,Good ,"1,814 reviews",,MYR 515
